patient_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
245,3.3649917,7.482701,5.564671,4.1032004,5.5838857,4.779501,3.475303,6.560537,4.619245,7.628397,4.4873886,5.2969403,7.721705,5.2172003,6.6389995,5.995883
102,2.6669865,7.366558,7.228074,4.9338827,5.132536,5.492246,2.366011,7.301778,4.422547,7.864792,5.1158223,4.230181,7.7573247,4.656982,7.0956945,5.3372574
682,5.466017,7.2485957,5.2301016,4.8880525,5.5206223,4.1005635,4.0232024,4.50548,5.0945044,6.09585,4.3226,6.20717,7.4951777,4.782704,5.6645746,5.361783
303,5.1498017,7.3789372,6.337445,4.8772902,5.2679086,4.7922597,3.327343,4.7115183,5.21163,5.7039466,4.3835,6.1741796,7.1017213,4.4910254,5.678236,5.0356574
614,5.311612,7.253783,6.109878,4.852375,5.4617,4.679453,3.605908,4.777371,5.225614,5.761768,4.4281263,6.095019,6.982319,4.475579,5.5445013,5.043909
692,6.215495,7.555782,5.69677,5.22053,5.673687,5.1470666,4.80643,4.358258,4.435613,4.774787,4.9023747,7.0050716,6.2769637,4.8018584,5.15489,4.747804
39,5.4033394,7.315594,5.4090476,4.91179,5.3984246,4.2704716,4.052765,4.579789,5.1908107,5.9901967,4.3101883,6.175036,7.3828926,4.7563806,5.6191826,5.3293576
361,6.4453235,7.7356043,5.8292737,5.031668,5.7645974,5.2236977,4.4529943,4.4324126,4.604558,4.87146,5.11582,7.0632987,6.208105,4.809902,4.767509,4.3772855
437,2.7174723,7.4155793,7.3014956,4.759325,5.262037,5.471558,2.4411438,7.271021,4.446469,7.8420367,4.9766116,4.3624096,7.631941,4.6969366,7.0416827,5.3860307
740,5.3184595,7.443392,6.116072,4.7779436,5.4734607,4.683962,3.2044756,4.7360086,5.206377,5.90698,4.4605007,6.4033403,7.3933673,4.5422797,5.4219155,4.9409814
172,5.5116367,7.343383,5.136067,4.8963385,5.357155,4.0415516,4.166042,4.3467193,5.0597568,5.969841,4.2075243,6.294325,7.641895,4.8670583,5.7178907,5.470213
93,6.355975,7.714073,6.1716256,4.944363,5.8896775,5.415158,4.006262,4.336932,4.624606,5.197907,5.1161575,7.130297,6.2205215,4.863395,4.8057213,4.426733
460,1.950476,6.7204404,6.7308927,5.202952,5.1561203,4.3502936,3.081587,6.971206,4.840754,7.979588,4.6161156,3.2228327,7.7535057,4.432433,7.599375,6.455335
354,3.6223838,7.5989027,5.905504,4.1321526,5.429596,5.3706303,3.115034,6.6637325,4.397177,7.4690037,4.6702194,5.6080923,7.6786237,5.0606585,6.4372764,5.4418674
30,6.3629947,7.9797297,5.9295034,4.92126,5.7888865,5.5713425,4.4612513,4.630002,4.535293,4.839123,5.103258,7.1952662,6.1887684,4.852632,4.7095447,4.4158826
609,5.391551,7.4235086,5.7752237,4.7046103,5.707041,4.6586876,3.501539,4.922621,4.9706845,6.082246,4.6611824,6.4339805,7.345883,4.652902,5.37803,4.9554706
602,5.543347,7.1625853,5.1895914,4.904519,5.521726,4.0021677,4.045967,4.4328556,5.1351557,6.0920486,4.2624116,6.1566453,7.4722004,4.772579,5.703584,5.344841
532,1.9739434,6.795845,6.6618347,5.091145,5.1222224,4.5482364,2.962286,6.864868,4.6939564,7.8575416,4.4971113,3.2922142,7.4193416,4.358063,7.6379166,6.249628
