patient_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
54,5.5967584,4.527028,4.8162055,4.3104787,6.11375,5.4926333,6.598969,4.2337804,4.4700065,5.001022,5.2413793,5.935482,4.8354144,5.496062,5.02167,4.114362,5.326004,4.2952046,4.678736,5.610589,3.9173958,3.8288317,5.744873,4.5790777,6.03733,6.85925,5.698763,6.492943,4.6654806,6.402464,5.0244064,4.36171
148,5.417148,4.267547,5.2646146,3.8138213,6.6290803,5.5065575,6.5835557,4.06,4.897706,5.0512466,5.0521607,6.4989214,4.9325533,5.3881235,4.863557,4.1416683,5.122857,4.469086,4.3967915,5.6418185,4.0692897,3.9111235,6.007587,4.3977914,5.9378157,6.4743266,5.756486,6.7180686,4.824164,6.6013145,5.213433,4.0928054
496,9.516967,4.3076077,4.3902664,2.7859685,6.9316177,5.2801905,7.2243505,3.5065002,5.976833,4.3706503,4.3780746,6.2011013,4.427874,6.007238,4.4318748,4.141526,4.5746903,4.9824805,3.093791,5.4392715,3.0219,4.6159177,6.3181186,5.3175793,5.459364,5.3891044,6.747416,6.0420523,3.7915676,6.0688677,3.8882756,4.742149
177,7.5379205,4.525806,4.753773,3.6368005,5.920709,5.4146466,6.7721496,3.878486,5.1142783,4.5925283,4.704696,6.2350245,4.8738317,5.7324347,4.9963284,4.393611,4.7488365,4.5350614,3.9860957,5.201387,3.4438088,4.43086,5.9560113,4.866393,5.8455544,6.071226,6.0785856,6.22188,4.217272,6.107289,4.780331,4.5481424
202,11.064888,4.635332,3.5754802,2.4507556,6.762996,5.2557096,7.6352844,3.8700876,5.3131914,5.4272084,4.6195154,7.4490066,4.050044,6.0310297,4.8692737,4.060406,4.0046287,4.9453473,3.340869,4.6392765,2.5051787,4.141853,6.594419,5.003792,5.9959493,5.9126496,5.9814453,6.1826997,4.798059,7.002739,4.311798,4.782085
465,9.838801,5.1625786,3.817024,3.4138403,5.60386,5.7485676,7.4141083,3.803518,4.9719825,4.9891043,4.6248255,6.381134,4.771581,5.8073974,5.203474,4.392376,4.218284,4.686852,3.7079532,4.8287287,2.8277798,4.3496213,6.3383293,5.2188025,6.053315,5.997231,6.0140123,5.900993,4.3061404,6.2788916,4.7507606,4.97678
206,9.696895,5.0643816,3.75477,3.4356334,5.6729326,5.6692653,7.391808,3.8291337,4.942958,4.990045,4.6655746,6.3582654,4.655564,5.8378825,5.194948,4.318807,4.1843786,4.7077055,3.7242699,4.8324575,2.8453631,4.314411,6.3171644,5.234681,6.053766,6.0261908,6.011069,5.9288135,4.3226504,6.2633953,4.734133,4.954484
57,10.838222,5.3817234,4.104155,2.970867,5.682729,5.9971137,7.566782,3.4825573,5.5410523,4.7956433,4.2788806,6.435093,5.161783,5.6951947,4.934115,4.701411,4.387223,4.812138,3.1946542,4.9557924,2.6585536,4.6172805,6.5407453,5.2270575,5.7690735,5.544578,6.3617535,5.767822,4.027238,6.3115788,4.462886,5.0719647
185,9.233244,4.6061497,4.2542734,2.9278429,6.5137267,5.5460615,7.322173,3.5983498,5.6129074,4.7275076,4.5584683,6.358943,4.624041,5.8438582,4.6257086,4.2223496,4.5015087,4.797962,3.3347676,5.289727,3.0474164,4.3886085,6.3660083,5.2659473,5.553075,5.690761,6.460932,6.009127,4.029749,6.202797,4.3196635,4.7850513
142,6.955902,4.650415,5.0556693,4.1410317,5.7973447,5.219,6.642698,3.9764683,4.7733088,4.3114953,4.7212896,5.7982135,4.807221,5.7367873,5.093846,4.308096,5.0134945,4.623293,4.085974,5.1925426,3.6316614,4.404449,5.5969553,4.950353,5.733219,6.2154756,6.085559,6.0234613,4.194238,5.8277326,4.820461,4.6563807
466,10.524539,4.9533587,3.7271252,2.5293078,6.8381367,5.460052,7.576819,3.8922977,5.3044767,5.439481,4.5763474,7.340637,4.315985,5.8769836,4.8441544,4.118126,4.2186046,4.841358,3.453734,4.732275,2.6223974,4.1902876,6.597126,4.928824,6.0455594,5.943338,5.9860387,6.1511354,4.7604847,7.1054716,4.387353,4.757304
518,10.887228,4.635191,3.5313842,2.5045683,6.6809673,5.367728,7.639049,3.8506742,5.2812886,5.471164,4.6678057,7.4213395,4.0632267,5.9976444,4.872542,4.103725,3.996466,4.8955693,3.4103165,4.6072307,2.4793892,4.084634,6.6113286,4.982915,6.0165153,5.971865,5.877865,6.1800466,4.8215456,6.986677,4.3604674,4.8056917
677,10.767928,5.206809,3.6715014,2.891982,5.741769,5.9158754,7.6155567,3.3625872,5.079387,4.897262,4.4498277,6.884431,4.867429,5.578071,4.962889,4.7299447,4.219773,4.7209573,3.3237267,4.6059604,2.3636928,4.3996305,6.6178527,5.231069,5.7298803,5.7804923,6.180502,5.709345,4.116711,6.359379,4.7113185,5.216613
232,9.228633,4.5549707,4.397237,2.836674,6.6491127,5.5343156,7.323755,3.4575014,5.714094,4.6002192,4.480339,6.390881,4.7105665,5.839949,4.5203347,4.3074594,4.547738,4.79605,3.2569962,5.3274856,3.0286639,4.4833803,6.3652596,5.270529,5.459769,5.586707,6.5776057,5.9856057,3.9202435,6.141794,4.275426,4.78905
610,5.62488,4.709036,4.8299665,4.201325,6.0348415,5.5225506,6.673396,4.026234,4.4471416,5.090832,5.1971664,6.1176834,4.9723263,5.367087,5.0861135,4.1305933,5.095444,4.4556713,4.341166,5.4147744,3.9377367,3.7796025,5.828954,4.7110605,5.9449086,6.7488294,5.7368255,6.4248705,4.7429724,6.4114876,5.417106,4.357374
254,8.004216,4.49661,4.6497097,3.4164588,6.119099,5.41684,6.915056,3.7738895,5.2878194,4.554288,4.612546,6.246666,4.795579,5.7662506,4.869219,4.354136,4.715834,4.6430993,3.7595127,5.239369,3.327236,4.4492908,6.035434,4.9995995,5.731778,5.9499826,6.225229,6.132702,4.1269684,6.0909743,4.6377163,4.631108
357,7.1525526,4.5683775,4.5922155,3.9927154,5.7813034,5.3673115,6.642213,4.1027403,4.8477855,4.5598297,4.8415246,5.901203,4.770391,5.8635464,5.0630016,4.29671,4.958422,4.4745708,4.245713,5.2183013,3.4099464,4.387135,5.718495,4.8877025,6.012314,6.3209233,6.004585,6.1801057,4.2181206,6.122981,4.773284,4.5612307
