patient_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
468,7.84033,1.862116,4.271439,5.66916,7.2819314,3.994601,4.859386,5.0557036,5.0096846,5.928438,5.3044643,4.443057,5.218255,5.02571,2.713802,4.851208
708,7.4268656,1.4902005,4.546354,5.191071,6.873359,4.0749674,5.243066,4.947473,5.333982,6.023038,5.523005,4.402855,5.042254,5.3402185,3.0500355,5.17143
729,7.8524346,2.2830088,4.6012673,5.09736,5.926163,4.2585955,4.670818,5.565438,4.4453335,5.8003445,5.699558,5.199491,5.5288796,5.350984,3.9769585,5.8174233
400,4.101221,2.0165625,5.741435,5.18756,5.5973425,4.7951365,6.5035644,4.2938957,5.817088,5.4753103,5.4652166,5.281766,4.303665,6.5484385,2.958068,6.61558
85,6.176052,0.8918487,5.4200454,4.3831778,5.782746,4.5294747,6.112564,4.4780474,6.055954,5.759688,5.920066,4.825186,4.552313,6.187063,3.5256457,6.191854
52,4.319999,1.7279944,5.712227,5.012115,5.6818895,4.737035,6.4388814,4.2466435,5.7770557,5.4591665,5.660442,5.289537,4.346533,6.375071,3.2474823,6.550906
586,7.8408756,3.047871,4.032378,5.4136076,7.1673374,4.3291984,3.7503636,5.592869,4.0237947,5.815886,5.902977,5.177813,6.2429204,5.0217476,4.202922,5.3335657
285,6.247277,0.81126,5.191524,4.4384475,5.9219565,4.567995,6.2030063,4.566274,6.1891513,5.874281,5.969184,4.853927,4.641697,5.9594874,3.4958138,6.0403
135,7.757394,1.8736473,4.4927626,5.496691,6.603584,4.185291,5.361986,5.179597,5.233572,5.709557,5.5218897,4.70346,4.9878397,5.1848497,2.7514334,5.2884398
646,4.9778934,1.4912256,5.6642094,4.727434,5.74806,4.6861734,6.39256,4.542166,5.8332143,5.546695,5.636399,5.215681,4.296958,6.4101653,3.2806516,6.5646906
528,7.632823,2.770719,4.226459,5.1116242,6.9085355,4.4026756,4.1418076,5.4820576,4.5196075,5.7930775,5.906814,5.140782,5.9608455,5.3307624,4.016692,5.579761
694,9.332111,2.7137585,4.361141,5.519503,6.592462,4.2198286,4.4650593,5.6452045,4.7233768,5.518968,6.102767,4.7486277,5.785569,4.71685,3.2748497,5.3535686
683,7.1902432,3.1136777,3.9247553,5.2786584,7.3376856,4.468548,3.5433652,5.5406675,3.902854,5.9212546,5.7427425,5.4435883,6.327192,5.3833127,4.5347834,5.3929024
248,8.997793,2.6472716,4.6495337,5.5321803,5.952918,4.4451737,4.7701283,5.6710343,4.5438695,5.2900968,6.005649,5.216169,5.5659966,4.915962,3.481683,5.7959714
621,5.6465855,1.5806183,4.7714205,4.6663013,6.228681,4.6245246,5.618789,4.895447,5.4590125,5.9796267,5.4842176,5.103871,5.0299463,6.0653214,3.7280517,5.952332
459,5.734789,1.7189251,4.7282915,4.855633,6.2557526,4.61149,5.561902,4.8977947,5.4252744,5.9948854,5.506031,5.0702977,5.070024,5.9699297,3.7062488,5.8450494
68,7.987215,2.2820532,4.73593,5.044665,5.6753716,4.321486,4.803027,5.648631,4.508988,5.6818933,5.73272,5.2744284,5.446728,5.3648343,3.8941112,6.0256186
213,8.000905,1.868713,4.5118647,5.4151306,6.963468,4.119509,5.0852323,5.0012417,5.43262,5.8365,5.618722,4.460595,5.176279,5.1399355,2.6633418,5.131389
21,7.6414104,2.608683,4.4445777,4.92507,6.189507,4.384153,4.353278,5.788519,4.4843416,5.870478,5.7616887,5.450455,5.5972915,5.491295,4.0222025,6.0308776
632,6.078124,1.0252788,4.805143,4.434013,6.421128,4.432289,5.6817374,4.6827426,5.7581825,6.068351,5.6214366,4.756232,4.924798,6.037995,3.6465497,5.8309603
732,6.3643737,0.92645484,5.2019134,4.445525,5.85648,4.5566707,6.1721325,4.7084713,6.073542,5.8020797,5.95132,4.9080954,4.6769857,5.93205,3.4859312,6.1400127
545,7.1147075,1.7295861,4.324165,5.3600616,7.155812,4.121823,5.0130806,4.9823275,5.066791,6.017555,5.315511,4.570189,5.1500463,5.3647532,3.0516841,5.0741754
172,5.8777623,1.4644889,4.776104,4.71309,6.3410583,4.547057,5.5911975,4.82143,5.52584,6.005171,5.542035,4.965533,4.976231,5.994625,3.6572018,5.8289766
744,6.032045,1.4365382,4.778697,4.746664,6.3198113,4.540512,5.6671963,4.8203454,5.6062684,5.9703736,5.5839343,4.946316,4.950491,5.9098864,3.553713,5.8007874
490,6.654829,0.8780872,5.2915745,4.4087076,5.7556314,4.4893417,6.1657066,4.7249207,6.049191,5.7515454,5.9771204,4.812186,4.6562037,5.942119,3.461349,6.1820016
549,6.0329037,1.0899477,5.40806,4.4622407,5.657795,4.6219473,6.0897,4.5406733,5.9934683,5.695833,5.9764605,5.015272,4.606994,6.143471,3.5715241,6.2616625
438,7.0988283,1.9304447,4.475723,5.302555,6.8343883,4.292979,5.177844,5.0526156,5.2617855,5.8560944,5.4934764,4.7834496,5.1188636,5.4559255,3.0370593,5.3633566
578,4.1681376,1.9563404,5.7626023,5.1095624,5.6584005,4.7281685,6.584638,4.3541327,5.919745,5.5724025,5.4940248,5.165182,4.2792287,6.5378966,2.9705813,6.8167167
2,9.141751,2.5882921,4.64809,5.42752,5.931816,4.383184,4.704281,5.7271776,4.572529,5.347142,6.0314264,5.0811644,5.6543317,4.8751745,3.4967976,5.8252273
741,6.468409,1.0974916,5.2670865,4.4472694,5.805559,4.503916,5.9995093,4.640302,5.908919,5.74179,5.9308314,4.8856516,4.6994276,6.014326,3.5200512,6.180142
