patient_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
48,6.72776,2.7775052,4.884067,6.3777194,6.6776466,5.579621,6.045907,8.272006,5.277399,4.8480477,5.747228,4.8375096,6.6758866,5.036039,5.5223904,6.1942983
120,7.23043,2.4397948,4.6457124,5.8406463,6.5088453,5.2597413,5.6787386,7.431156,4.6525035,4.534615,5.683763,4.6795163,6.4093566,4.27241,5.6445704,6.184692
30,6.517174,2.655575,4.977039,6.332123,6.7289057,5.2010374,5.849386,8.325788,5.33647,4.9665813,5.66361,5.1008286,6.941799,4.8313217,5.5768456,6.193216
269,7.768286,2.2320824,4.4727135,6.537232,6.962422,5.8148155,5.2324157,7.3020463,5.4383917,4.0484138,6.250855,4.23572,6.767291,3.9270127,6.372902,7.6336117
415,6.987782,2.306241,4.9177666,5.734949,6.516418,5.4515867,5.6540246,7.8589635,4.9885826,4.7409434,5.8812714,4.4887595,6.6494417,4.854003,5.8344893,6.3922205
718,7.2617784,2.0238848,3.8585336,7.019464,5.932513,4.953583,4.251196,7.5880413,6.043233,3.4677622,5.733696,4.2597275,7.0837064,3.7833264,7.305624,8.265611
102,8.077987,1.8787766,4.304837,6.363951,7.090802,5.801653,4.9177804,7.8617926,5.4015822,3.216924,6.4225287,4.067498,7.1419225,3.4331505,6.8913655,7.999149
160,7.621309,3.1740212,3.8377633,7.416552,6.425602,5.482206,4.9083204,7.230204,6.1630154,3.826467,5.60269,4.352748,6.1145487,3.7524273,6.046115,7.8642993
745,7.697269,2.52578,4.4764876,5.757423,6.484616,5.386592,5.166793,7.193488,4.932512,4.370999,5.973532,4.3420653,6.208052,4.3467283,5.936474,6.825426
226,7.2215667,1.9364523,3.811222,7.1671085,5.890203,4.910495,4.1277575,7.58679,6.1801767,3.446832,5.773583,4.2956786,7.230133,3.7130225,7.4645586,8.376788
185,7.8818507,2.9658973,4.267929,6.5591583,6.53633,5.564287,4.7782073,7.229204,5.7613516,4.23728,6.118151,4.309123,6.2593417,4.1506906,6.0686574,7.6279774
759,7.7069745,1.9354383,4.476596,6.3185706,7.0353603,5.9060583,5.478349,7.583343,5.1434593,3.6524718,6.218401,4.129676,6.851322,3.8069673,6.4202943,7.501727
531,7.737934,2.2041295,4.2509747,6.839831,7.411379,6.0455136,5.648712,7.9351416,5.3559394,3.2352498,6.066069,4.2259555,6.8595843,3.3093345,6.250857,7.6116366
604,7.7502565,2.2349765,4.4633102,6.582521,7.0481358,5.861241,5.2524595,7.4604273,5.4638352,3.9269118,6.2522616,4.234624,6.8152423,3.8392692,6.373353,7.66185
577,7.9874845,2.5099351,4.4071965,6.913215,7.0500755,5.910036,5.303554,7.20263,5.667828,4.072166,6.225877,4.2341375,6.6279354,3.8700972,6.2157564,7.6212835
323,7.387983,2.728715,3.8254504,7.1816,6.129607,5.2201242,4.657562,7.3004675,6.040951,3.7349126,5.565529,4.317841,6.4235053,3.7957048,6.497602,7.9169235
594,6.513562,2.2618382,4.6292276,5.9888616,6.107129,4.8146443,5.461374,8.011693,5.1541123,4.54243,5.4445233,4.7379346,6.628044,5.0458903,6.0784383,6.4967384
215,6.43449,2.2770145,4.7163405,6.141464,6.206778,4.834024,5.6153145,8.13699,5.2276964,4.6256247,5.4432616,4.8416033,6.780902,5.017465,6.030802,6.429615
719,7.177444,1.8379636,3.7688265,7.5121818,5.876497,5.144433,4.3511767,7.326538,6.2999325,3.44332,5.801819,4.1295104,7.2685266,3.5755396,7.459751,8.465453
620,6.7422237,2.6157613,4.9132695,6.08707,6.537533,5.4274354,5.8218875,8.161044,5.215538,4.842695,5.768331,4.7191596,6.6692214,5.058096,5.6910987,6.2655954
732,7.571002,2.3748307,4.519356,5.339122,6.2966356,5.2514844,5.253716,7.055384,4.4860754,4.4919596,5.8114233,4.339402,6.105369,4.406644,5.8498745,6.3914413
197,7.3414564,1.9007998,4.619761,5.9430537,6.1106887,5.2084203,4.4875917,7.358023,5.454064,4.309852,6.207756,4.303736,6.9665465,4.476634,6.985969,7.7600946
374,7.617539,2.8222513,3.900124,6.954721,6.203796,5.248558,4.873545,7.0691214,5.7760043,3.8695753,5.6197224,4.339844,6.126284,3.8976789,6.1797094,7.670777
258,7.939196,3.2740679,4.0648823,7.2242184,6.854817,5.767561,5.047987,7.2903767,6.03369,3.901916,5.9278927,4.3715377,6.156913,3.7630465,5.842085,7.770468
301,7.793036,2.030572,4.242586,6.6657305,7.2472663,6.028064,5.612863,7.6676135,5.242396,3.3632267,6.1551824,4.125321,6.8919253,3.4239209,6.415072,7.716778
638,7.45752,2.8881044,3.8835194,7.1424713,6.226377,5.2994566,4.7405505,7.2983074,6.030547,3.8341367,5.599981,4.341155,6.294484,3.8716667,6.307459,7.838537
46,7.92805,2.999434,4.3661833,6.7218814,6.9139915,5.8050337,4.98491,7.6011643,5.8367147,4.2074766,6.2461143,4.29004,6.440844,4.0385575,5.9981346,7.6143813
405,7.498599,2.376856,4.5950727,5.3999076,6.328311,5.322184,5.1765585,7.2302303,4.7073126,4.5267286,5.8928895,4.302193,6.243816,4.585977,5.956157,6.5513825
200,6.8069205,2.7365403,4.8857226,6.333358,6.708486,5.5260644,5.928678,8.109361,5.2161455,4.9379387,5.7615957,4.8922405,6.726265,4.763068,5.486966,6.156735
717,7.3585916,2.177135,4.685726,5.4753704,6.3638744,5.3755007,5.3288417,7.364604,4.7853994,4.519592,5.9098296,4.287296,6.392345,4.6529894,5.9960914,6.6350894
290,7.4040403,2.7593455,3.9072359,6.947277,6.1417503,5.196405,4.7249002,7.2979584,5.8925853,3.8424444,5.577133,4.33599,6.305057,3.9670222,6.369731,7.756006
4,7.8120627,2.9080482,3.9475412,6.901989,6.303902,5.331704,4.875934,6.9837055,5.736691,3.910425,5.748038,4.34645,6.073779,3.871888,6.088203,7.6609426
376,7.3554387,2.0707033,4.2239475,5.3689384,5.8100185,4.844526,5.1479535,6.893591,4.4980674,4.1717086,5.452991,4.2518477,5.9070106,4.599146,6.0944753,6.6115646
467,6.5662656,2.6600718,4.9295435,6.385192,6.619889,5.2469926,5.766299,8.288377,5.3750935,4.9626355,5.721397,4.975635,6.9227037,4.849453,5.726168,6.268261
220,7.860633,3.1139138,4.144419,7.2988157,6.9503703,5.82306,5.1050467,7.481668,6.1001587,3.9025486,5.9670286,4.352264,6.377297,3.761166,5.9900155,7.8117814
460,7.515849,1.99471,3.9383607,6.918621,6.1437416,5.0312495,4.2532506,7.72406,6.0115705,3.3574605,5.924795,4.2515106,7.100234,3.7738616,7.2961183,8.285982
292,7.6045427,2.2049348,4.4144783,5.255261,6.100215,5.1288066,5.1870036,6.8501487,4.418557,4.3394437,5.7301607,4.2500243,5.974334,4.4452987,5.9455605,6.5186133
9,7.7518377,2.0556288,4.2278247,6.701538,7.224931,6.0333962,5.584474,7.662069,5.2878237,3.3401346,6.133157,4.1248765,6.875201,3.4201665,6.4024444,7.7519073
167,7.561642,2.1344326,4.350925,5.48688,6.247934,5.1095595,5.1907377,7.072991,4.5767455,4.1733885,5.7660804,4.288966,6.184364,4.2968974,6.1066895,6.719583
432,7.3582845,2.2945833,4.6324897,5.497879,6.3605547,5.296621,5.476359,7.237185,4.5804167,4.5421147,5.7750936,4.430502,6.266094,4.4743214,5.780132,6.3492393
464,7.730384,2.5857172,4.3088007,6.0000486,6.526173,5.256262,5.3776846,7.032302,4.6319,4.223844,5.70806,4.5488224,6.1522937,3.7668483,5.768235,6.4652033
542,7.3266664,2.2028706,4.6933336,5.6166515,6.476092,5.441677,5.482137,7.494154,4.830635,4.452077,5.9050956,4.3110723,6.4317365,4.5857162,5.9348364,6.6145225
525,7.9368415,3.4359474,4.154715,7.2250943,6.9040885,5.87217,5.0619507,7.3521533,6.141075,4.122994,6.0045295,4.305249,6.1166477,3.895499,5.7058825,7.6470413
274,7.9787984,2.6661339,4.3360744,7.0170803,7.0417886,5.900298,5.26914,7.282712,5.7779922,3.9936976,6.1693654,4.2604175,6.553132,3.833934,6.143978,7.67922
524,7.955546,2.121406,4.2930984,6.8537135,7.526235,6.0470424,5.368901,8.041693,5.451024,3.1025693,6.215234,4.163004,6.92715,3.213982,6.4303393,7.664815
455,6.654287,2.2129233,4.5632696,6.421476,6.3004837,4.867047,5.3091874,8.057889,5.4348354,4.3897886,5.596366,4.7863145,6.961667,4.6263103,6.3468285,6.8775697
751,7.1119514,2.0436823,4.1781044,5.7959237,5.881414,4.706196,5.266409,7.1873617,4.74687,4.048884,5.361634,4.4463606,6.1832085,4.4894366,6.2168956,6.7443023
93,6.6555376,2.3873825,5.161226,5.936072,6.710453,5.366663,5.898064,8.143941,5.1267905,5.13105,5.791508,4.833728,6.953161,4.8673515,5.5080194,6.0568953
713,7.6911454,2.8575456,4.3146276,6.498432,6.6087255,5.5263762,5.188814,7.328771,5.441456,4.2448535,5.9058337,4.410937,6.253984,4.100019,5.8787274,7.1600175
366,8.052169,2.8130264,4.3670936,6.930775,7.0916023,5.887261,5.26747,7.4794574,5.795495,3.99103,6.2426634,4.3282723,6.503058,3.8537571,6.0426316,7.718662
71,7.2490134,1.8607361,4.226991,5.241202,5.6499,4.764723,4.9491477,6.936041,4.6333103,4.149764,5.5580134,4.1474257,6.062107,4.8929176,6.421073,6.911916
27,7.165799,1.9890585,4.588322,6.124325,6.0462213,5.1305723,4.5009823,7.442151,5.6051617,4.379668,6.0974307,4.399429,7.0112457,4.522728,6.968837,7.7200274
509,7.946258,2.6554124,4.489381,6.220573,6.8092613,5.7532825,5.215624,7.1925507,5.314517,4.2983694,6.200663,4.2456636,6.305983,4.176796,5.9418497,7.2319756
686,7.1041574,2.5978494,4.5651574,6.4606543,6.471469,5.259783,5.182643,7.7690477,5.5895348,4.5121174,5.849018,4.6178555,6.7051086,4.528858,6.1130905,7.0724354
241,7.447772,2.1003342,4.0077024,6.770726,6.0983353,5.0922494,4.3771563,7.4627776,5.890289,3.6076093,5.8608675,4.2617297,6.9223933,3.833165,7.08954,8.126659
186,7.38965,2.0233343,3.9169474,7.019053,6.086031,5.191478,4.340815,7.396995,6.0621114,3.4514663,5.839692,4.1787596,7.0519714,3.5979939,7.246613,8.386527
425,8.130936,2.1701124,4.279987,6.4238625,6.750445,5.465759,4.4425373,7.817029,5.779111,3.4526243,6.363412,4.214483,7.0400014,3.76257,6.942094,8.077131
334,7.71265,2.2826986,4.497841,5.202624,6.2261133,5.1734796,5.0678177,6.847779,4.347651,4.4399867,5.8669014,4.3375654,6.1134086,4.2587314,5.9829226,6.4388924
633,7.178994,1.7799073,4.269292,5.398512,5.7123647,4.7521157,4.9203053,7.058839,4.7707057,4.1519127,5.6271033,4.2021623,6.2834196,4.8684173,6.5724454,7.0572515
689,6.602573,2.7092938,4.8671713,6.4323344,6.663755,5.3579116,6.0315614,8.295443,5.283697,4.8369265,5.634654,4.989701,6.78479,4.913446,5.548795,6.170649
666,7.982176,3.2216191,4.3294063,6.7498755,6.850584,5.830505,4.9995165,7.477995,5.881947,4.2948165,6.217124,4.277224,6.2264233,4.1301794,5.8042426,7.5353127
100,7.2439594,1.93532,3.830469,7.155144,5.9054804,4.9008436,4.1237807,7.598203,6.1719584,3.4534876,5.7860336,4.292766,7.2181644,3.7236402,7.44807,8.366658
744,7.418839,2.027462,4.2007127,5.564946,5.9865575,4.838993,5.0572343,7.053017,4.6799045,4.055472,5.621799,4.287772,6.1607304,4.4592137,6.318172,6.9170604
755,7.506898,2.1888032,4.386476,5.6235523,6.3348093,5.219946,5.727221,6.942306,4.3094673,4.1602883,5.5384955,4.3838444,6.0110826,4.051902,5.631253,6.2605658
679,6.773029,2.5407808,5.0433955,6.100951,6.7147155,5.546282,5.9439974,8.110526,5.148345,5.0586605,5.8245754,4.805868,6.8201423,4.885911,5.4678235,6.1086974
68,7.5357633,1.8226569,4.8208947,5.9689517,6.705768,5.557172,4.6553836,7.1429806,5.378536,4.647181,6.547411,4.284606,7.250706,4.359647,6.909222,7.7303195
117,7.7570434,1.9487672,4.314266,6.71568,7.3839474,6.052827,5.4941955,7.885525,5.3958445,3.179587,6.218818,4.125999,7.022944,3.3901474,6.529648,7.8543825
735,7.4102626,2.6193416,4.492788,6.1856804,6.5110683,5.457419,5.42655,7.512941,5.205324,4.364788,5.835725,4.444388,6.3385463,4.4230933,5.8523946,6.8334455
518,7.206252,1.7614735,3.8595467,7.212244,5.957167,5.07273,4.2781453,7.486182,6.148368,3.4279327,5.8583546,4.2111416,7.334252,3.6443057,7.511514,8.402143
84,7.4217095,1.7662929,3.9743533,7.053124,6.0640807,5.139263,4.4144435,7.4192886,6.0074177,3.5073972,5.966467,4.161698,7.1999636,3.7707915,7.3878517,8.306272
361,6.4856215,2.315542,4.8302126,6.1774635,6.4150643,5.019433,5.9469943,8.179639,5.098917,4.6842737,5.490312,4.9180355,6.8397284,4.906972,5.8004193,6.20535
547,7.5693517,2.2827928,4.417153,5.378961,6.2306647,5.178766,5.4094915,6.918445,4.348151,4.3385243,5.6573453,4.331087,5.978567,4.27477,5.7647643,6.3214917
114,6.5602465,2.2128625,4.5820613,6.1705623,6.069774,4.7471104,5.4402165,7.9149256,5.2553754,4.526986,5.4029818,4.730426,6.675784,4.913856,6.151983,6.593585
362,7.478086,1.7814312,4.4332,6.2085867,6.253738,5.26258,4.6770673,7.1934185,5.4528084,4.1130733,6.154855,4.208239,6.957472,4.281333,6.984482,7.8282228
8,7.224126,2.0656908,4.0698442,5.559003,5.5839434,4.6314535,5.0239816,6.884155,4.6705403,4.0942073,5.275403,4.278282,5.8383093,4.7162867,6.2247834,6.772665
390,6.5705433,2.3162944,4.6594343,6.4599695,6.38135,4.910747,5.442735,8.171939,5.4492297,4.530585,5.594869,4.8820477,6.999361,4.673707,6.205456,6.719019
246,7.246467,1.9794466,4.1090574,5.648933,5.8566756,4.629485,4.9800186,7.156824,4.7324557,3.9760535,5.480099,4.3535585,6.2363696,4.477054,6.4553466,6.940107
208,7.5913286,1.9565061,4.9190564,5.88451,6.773077,5.5606155,4.647497,7.248063,5.374478,4.7115617,6.650723,4.3869195,7.311524,4.3976245,6.8567677,7.6054745
305,7.9310937,1.759405,4.3024387,6.3622427,6.9611216,5.762522,5.0410695,7.573228,5.281288,3.3924406,6.3340416,4.0332146,7.0431347,3.5727513,6.8685465,7.9224753
578,6.75383,2.6649592,4.9064655,6.1838646,6.6160607,5.517738,6.1844363,8.152631,4.9939446,4.8109975,5.6916413,4.822298,6.6229777,4.936107,5.5061917,5.9796095
682,7.3707685,2.0188308,4.1044607,5.599504,5.889775,4.7141933,5.0263195,7.0378914,4.6693373,3.9657044,5.528366,4.3137546,6.130845,4.4288015,6.3689065,6.9334793
398,6.6622744,2.1763644,4.502943,6.183655,6.0360327,4.714465,5.4560905,7.7580104,5.1777973,4.4437013,5.3552523,4.6936383,6.591822,4.7832985,6.1399097,6.6060333
612,6.6146293,2.5395412,5.1340213,6.0249267,6.618836,5.543676,6.121907,8.292494,5.0727925,5.0503407,5.7969437,4.7652984,6.8087516,5.1750073,5.5414515,5.9542704
