patient_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
1,8.919885,2.5871763,3.652783,4.489259,6.013689,5.6220098,6.314838,5.3628163,4.5676394,3.5039256,4.0304,6.263958,4.941215,5.9634395,2.7444701,4.3753924
2,9.572395,2.1007056,3.4109986,3.829499,6.1732483,5.8273897,6.452632,5.5523515,4.0866656,3.3084123,3.5162086,6.60067,4.651073,5.856177,2.5840428,4.4150534
3,2.9931602,2.8379774,5.7102327,5.669677,4.914141,5.4082875,6.0940633,5.3916364,4.9613996,4.6293755,4.2563753,5.7250786,5.5418334,6.3684998,3.215646,3.7073295
4,7.668619,2.6223361,3.4704654,4.047481,5.3169274,6.5727034,5.407425,5.086437,5.239917,4.3511667,4.1227555,5.672833,4.1470985,5.5407257,2.9233356,4.8364844
5,4.119918,3.4724538,4.9273686,5.791605,5.2487903,5.7862573,6.1580267,4.912325,5.5724483,4.692459,4.544231,5.1276784,5.0999994,6.0375905,3.8623054,4.2281036
6,6.2547445,3.3189576,4.4475527,6.0091224,5.2423983,5.828508,5.733189,4.606161,5.192395,4.05157,5.631872,5.9898376,5.452208,5.9697614,2.9805422,4.753838
7,8.558529,2.6253455,3.6396008,4.4105096,5.8513017,5.8791785,6.067166,5.2696676,4.8693795,3.730468,4.0695386,6.027504,4.7038465,5.8195577,2.7933524,4.4258156
8,6.0336666,3.4823806,4.3862257,6.0932217,4.9779277,6.1982555,5.629074,4.4721723,5.4630847,4.1254296,5.7794476,5.818164,5.278584,6.03748,3.0734994,4.8887596
9,9.002018,1.4782612,3.1189651,3.7876463,6.0782843,6.5396104,6.6440463,5.6297064,3.9744549,3.61479,3.7363806,6.4932313,3.9500127,5.433203,2.2365415,4.461993
10,8.971944,1.2631353,3.057452,3.8234067,6.1426506,6.6482906,6.808138,5.7275534,3.8387678,3.591026,3.787157,6.6134353,3.8405342,5.3469925,2.063761,4.442123
11,9.195722,2.9385705,3.450673,4.336816,5.8227997,5.6248317,5.9619045,5.332235,5.07037,3.6778438,4.1863427,5.9266224,4.8134384,5.7545414,2.9830608,4.51008
12,9.524616,2.1707997,3.407261,3.7743692,6.107875,5.726525,6.317644,5.5030184,4.0999804,3.2955112,3.4766579,6.5576143,4.707337,5.90099,2.668201,4.451675
13,9.603762,3.3230677,3.187906,4.179635,5.8338566,5.6016464,5.830233,5.3227706,5.616681,3.8322692,4.4009132,5.5775175,4.8308945,5.7213154,3.2636888,4.585461
14,5.9804444,2.9406455,4.781134,5.6674905,5.299427,5.564367,5.924057,5.0070915,4.8470864,4.0838394,4.9812098,6.095038,5.5570745,6.130308,2.8397322,4.361176
15,3.9729993,3.5203245,5.0207987,5.7566624,5.1962953,5.7292824,6.1791015,4.9869637,5.6399703,4.6752114,4.475417,5.0352073,5.0317645,6.0717015,3.9324045,4.1781225
16,4.1974573,3.4620838,5.054583,5.9547257,5.089406,5.782936,6.043061,4.8372445,5.523808,4.601029,4.7778378,5.344694,5.229243,6.1276045,3.621814,4.2293887
17,7.3885217,2.3908093,3.8080242,4.069593,5.5006595,6.6208453,5.490511,4.9709888,5.254953,4.1835203,3.6287847,5.6351485,4.0564637,5.6842427,2.7781098,4.499874
