patient_id,dim_0,dim_1
1,-49.369297,5.315125
2,-52.634296,5.5997214
3,-49.61107,4.779647
4,-52.221985,4.638878
5,-55.11427,0.09302473
6,-51.902912,3.2946537
7,-52.452908,6.1520295
8,-52.117535,5.736025
9,-52.00918,4.639215
10,-55.37432,0.92282116
11,-52.821335,5.944303
12,-52.454742,5.524068
13,-55.45871,1.2143067
14,-50.56025,5.3833146
15,-51.524593,5.0176387
16,-52.706104,5.0108523
17,-51.137444,4.755938
18,-52.494083,5.723277
19,-52.889664,4.3340316
20,-49.340736,5.1127634
21,-53.034023,4.974475
22,-55.29819,0.7312351
23,-54.083168,3.8493083
24,-52.63937,5.025797
25,-51.453938,3.8870733
26,-55.514687,0.87748456
27,-54.990627,0.49483287
28,-50.703426,5.438555
29,-55.206818,-0.1874161
30,-55.13203,-0.80862653
31,-55.243256,0.9963773
32,-54.645916,0.33466724
33,-54.88046,1.6079593
34,-49.540905,4.4561787
35,-52.492855,3.3869476
36,-55.95546,0.5952273
37,-50.485542,5.627282
38,-49.787636,4.3859215
39,-53.13023,5.168486
40,-50.793213,4.7561007
41,-55.944492,0.1647853
42,-49.63123,5.4271884
43,-55.226494,-0.4755679
44,-54.891186,1.5253506
45,-50.663048,5.5634995
46,-51.798786,6.131884
47,-55.726727,0.24340542
48,-49.65477,5.3205514
49,-50.06667,4.4876347
50,-54.281364,1.1935861
51,-52.82866,3.9401705
52,-55.688107,0.9452953
53,-51.942715,4.3829975
54,-55.401176,-0.062728696
55,-55.910385,1.2017261
56,-55.4147,-0.054181054
57,-52.036545,4.545087
58,-52.076683,6.636649
59,-51.936954,6.2028756
60,-52.399796,4.5760593
61,-51.676228,4.917854
62,-50.497272,5.25064
63,-51.646988,4.7539754
64,-52.413216,3.6082869
65,-55.113495,-0.72892827
66,-51.99738,6.5933824
67,-55.81421,0.057724748
68,-52.48066,3.5434775
69,-55.91217,0.12515199
70,-52.02063,5.673646
71,-52.641167,6.16197
72,-52.48713,4.9780293
73,-51.098022,6.4370365
74,-52.914276,4.8745465
75,-50.707535,4.771827
76,-49.585083,5.338808
77,-50.29174,5.2070165
78,-53.77486,3.2403362
79,-50.4977,4.2781754
80,-55.957443,0.4633457
81,-50.604507,4.9819508
82,-55.45495,0.037615333
83,-55.800304,0.5347156
84,-55.660473,0.8475965
85,-55.947826,0.5020119
86,-55.69929,0.9032025
87,-52.293877,3.9863167
88,-52.16487,6.2861633
89,-55.799995,0.22202134
90,-49.374428,4.766664
91,-55.30644,1.6635768
92,-51.568184,4.845683
93,-55.798717,0.32927027
94,-55.475197,0.90448254
95,-51.336205,4.1233125
96,-55.55164,0.44198498
97,-52.727337,5.411439
98,-55.54979,0.019276112
99,-55.998066,0.3673681
100,-55.456966,0.43231204
101,-52.450336,5.828179
102,-55.77082,0.77032506
103,-52.06688,5.192499
104,-55.694874,1.2792602
105,-54.618046,1.2805768
106,-55.7644,0.7239174
107,-55.9021,0.40146086
108,-51.472855,5.0174713
109,-50.84953,5.935953
110,-51.869476,4.3905606
111,-55.598164,0.7578132
112,-53.10638,6.097912
113,-55.51118,0.8187092
114,-50.344803,5.926996
115,-52.764275,5.310534
116,-52.77089,4.89917
117,-55.3954,0.60007316
118,-53.681202,2.5866833
119,-55.72182,0.61415446
120,-50.630684,4.3558416
121,-53.170143,4.5202613
122,-55.67688,0.39254522
123,-55.24261,-0.04951877
124,-55.64734,0.80861694
125,-55.32181,-0.07222063
126,-55.253407,0.26041383
127,-55.49506,0.79638696
128,-51.18703,4.047881
129,-55.774582,0.5851311
130,-52.51768,4.270939
131,-52.59865,3.3901389
132,-55.293636,-0.36446363
133,-54.76418,-0.6368078
134,-50.179142,4.522558
135,-52.8674,5.2644687
136,-55.799274,0.8965826
137,-52.518574,5.534086
138,-49.413116,4.753402
139,-55.57137,0.50237113
140,-55.37159,-0.14065781
141,-55.421192,0.84934163
142,-55.4947,0.28865448
143,-53.887203,0.69593996
144,-55.885334,0.60625607
145,-55.659607,0.37277484
146,-53.06519,4.918542
147,-54.25078,1.4584291
148,-55.540154,0.35035747
149,-55.101288,-0.24804887
150,-55.460445,0.6019442
151,-49.2568,4.892354
152,-54.902195,-0.3131874
153,-55.693523,0.514391
154,-52.456635,6.2589602
155,-55.71896,0.0988767
156,-56.035862,0.9707643
157,-55.651295,0.31910872
158,-55.53755,0.0064674946
159,-50.31883,4.488415
160,-51.20824,5.1080017
161,-52.446064,5.1451926
162,-55.095013,0.39139122
163,-55.73224,0.77691036
164,-55.586308,0.3058453
165,-54.175014,1.1472167
166,-55.7444,0.7081873
167,-52.72176,4.910747
168,-53.155457,3.983722
169,-50.746414,4.5632715
170,-55.482784,0.36384714
171,-53.186104,4.5701995
172,-51.88421,6.525918
173,-55.804504,0.14473262
174,-55.187275,0.3728136
175,-51.948597,5.5895143
176,-55.920876,0.5406419
177,-55.372414,0.5644772
178,-55.482155,0.38191143
179,-55.448128,1.0348257
180,-51.942398,6.2165866
181,-52.418175,4.2733326
182,-52.278606,5.7001023
183,-55.561783,0.68859345
184,-55.1756,-0.028250812
185,-50.50555,5.434936
186,-54.3828,-0.022449393
187,-49.828533,4.4024568
188,-54.638424,1.4368166
189,-50.961044,5.2911687
190,-55.725933,0.6709219
191,-55.761734,0.7166843
192,-51.816433,5.3326073
193,-55.460285,0.00045057337
194,-52.81327,6.108876
195,-50.47397,4.855208
196,-55.667797,0.4964358
197,-54.286625,0.09870523
198,-55.209484,-0.1418188
199,-55.61796,0.16577995
200,-49.84309,4.739192
201,-55.46601,0.39668682
202,-55.676384,0.03099065
203,-55.44345,0.33657888
204,-54.723015,-0.41515648
205,-55.742977,0.5456019
206,-52.592415,3.4419854
207,-55.313286,0.17525034
208,-50.048656,5.7790055
209,-55.18419,0.005467891
210,-52.3935,4.082061
211,-53.82164,1.1704936
212,-52.293045,3.5168717
213,-54.91876,-0.029699124
214,-55.15835,0.020176627
215,-52.153904,5.6305723
216,-55.52768,0.51116824
217,-49.28046,5.0849423
218,-54.682278,1.2842
219,-51.379177,5.682946
220,-54.778946,0.95700467
221,-52.91142,4.88921
222,-55.61573,0.48368457
223,-55.623188,0.1887027
224,-54.988655,0.92175114
225,-55.38537,0.48642153
226,-55.30133,0.108295165
227,-55.36976,0.3767168
228,-55.469723,0.5900045
229,-51.75595,4.5862403
230,-52.395157,3.8750253
231,-54.614754,0.14373302
232,-52.389225,5.0089717
233,-55.9063,0.0345508
234,-53.188686,3.3995836
235,-55.33491,0.31682366
236,-55.80298,0.20348734
237,-55.43411,0.4372961
238,-56.16085,0.17680046
239,-55.21825,0.58788735
240,-54.971867,-0.116599895
241,-53.020245,4.4107323
242,-55.578445,0.24727759
243,-51.419594,5.1327696
244,-55.072838,0.12691107
245,-55.794586,0.96757233
246,-51.590244,6.515171
247,-54.57586,0.8408118
248,-52.514088,5.40975
249,-52.099735,4.683201
250,-55.4666,0.64677763
251,-54.091637,-0.14093924
252,-50.74218,4.8898344
253,-55.325233,0.094160736
254,-53.602375,5.286208
255,-52.223167,5.6698284
256,-52.79089,4.23799
257,-51.996502,5.2273703
258,-55.09758,0.012308915
259,-55.245132,0.37800592
260,-53.051018,6.280831
261,-55.043262,0.16911153
262,-55.866596,0.255406
263,-53.24702,4.0875716
264,-54.926186,-0.35765842
265,-53.250046,4.478903
266,-55.20309,0.10201824
267,-51.71855,4.069935
268,-55.286922,0.28924203
269,-54.021015,1.6137758
270,-51.63016,5.3251553
271,-52.90641,4.281327
272,-51.623276,5.0353208
273,-51.23689,3.9696636
274,-52.353806,3.3854434
275,-55.95075,1.2317513
276,-51.936714,6.5870447
277,-52.987965,6.042548
278,-51.87754,6.169285
279,-52.348198,5.222789
280,-55.447617,0.0869267
281,-55.185833,0.8273833
282,-54.79189,-0.030802768
283,-54.805744,0.27838364
284,-52.295876,6.2150736
285,-52.796604,4.6354704
286,-54.339924,0.36101505
287,-53.474216,4.6634674
288,-55.363544,0.47697106
289,-51.8973,5.3963475
290,-51.068577,5.34245
291,-51.420258,4.7677503
292,-55.166035,0.30383322
293,-51.10718,3.845599
294,-54.94134,0.25295115
295,-52.23981,6.070821
296,-51.54216,6.6303573
297,-50.39029,5.4992347
298,-54.669403,0.40785012
299,-54.98423,0.7096434
300,-55.99317,-0.38325086
301,-51.899197,5.075495
302,-55.11601,0.03147589
303,-53.470844,4.0992284
304,-54.873028,0.5065026
305,-53.21645,4.427179
306,-52.8344,5.202534
307,-51.155087,3.8236916
308,-55.19013,0.6286206
309,-54.481777,0.36578217
310,-52.685017,4.511872
311,-52.980103,5.469387
312,-53.23701,5.4507422
313,-55.08583,0.24838881
314,-52.036552,3.5485106
315,-51.493156,4.0252185
316,-54.56537,0.74566805
317,-54.71863,0.021706555
318,-55.045982,0.47116742
319,-51.55122,4.482561
320,-54.57312,0.35942316
321,-54.64919,0.0147626465
322,-49.74938,5.1581135
323,-54.63534,0.4738298
324,-54.455708,0.74873495
325,-52.52013,4.3625174
326,-51.89151,4.2943115
327,-50.92647,6.1329107
328,-51.083836,4.6271048
329,-49.858482,4.1606646
330,-54.752785,0.18963169
331,-51.080097,5.053779
332,-55.064575,0.06425959
333,-52.250687,3.918854
334,-55.09537,0.8784441
335,-55.193993,0.67152506
336,-50.33755,5.29989
337,-51.54904,5.3396807
338,-54.98103,0.11032442
339,-54.835335,0.08392563
340,-50.531857,4.033507
341,-53.281345,4.368787
342,-55.470238,1.343448
343,-52.733604,4.5268106
344,-52.66487,6.084646
345,-51.153484,5.283901
346,-51.70206,6.4954243
347,-52.942078,3.947775
348,-54.646114,0.3002014
349,-54.708153,0.5908298
350,-49.385437,4.922672
351,-54.809055,0.17097627
352,-52.392754,3.3189917
353,-51.29683,4.600258
354,-51.28946,4.662456
355,-56.15654,0.26720545
356,-52.854885,4.4034967
357,-54.688602,0.35526833
358,-49.33438,5.403486
359,-50.719074,6.0317764
360,-54.88906,0.91828674
361,-50.12813,4.8818517
362,-54.10513,1.3480003
363,-54.711807,0.22268037
364,-54.846302,0.4513327
365,-51.7592,4.8173127
366,-54.65566,0.49854216
367,-55.049362,0.6447379
368,-50.94249,5.225383
369,-53.83957,2.4713347
370,-54.60518,0.73338205
371,-54.730453,0.047587983
372,-49.47372,5.3630967
373,-55.014557,1.4677684
374,-52.476513,4.445132
375,-53.22102,4.408773
376,-53.524815,3.2708676
377,-52.497917,5.369115
378,-54.827866,0.64912003
379,-51.328667,6.2525597
380,-54.565662,0.07528717
381,-52.833187,5.856451
382,-54.813255,0.13436165
383,-52.722073,3.1223083
384,-54.653614,0.62588125
385,-53.286594,5.160771
386,-54.999493,0.88257
387,-50.174984,5.253695
388,-50.454006,5.307427
389,-51.741886,5.7310257
390,-51.294514,3.9843721
391,-51.083336,5.586432
392,-50.472088,5.8025417
393,-50.768543,5.555106
394,-53.3449,5.3044515
395,-55.336643,0.2556883
